XSRRCR,XRETH4R,XSEXR,XCPAY1R,NSAMP,NSTRAT,STRATUM,RESPSTAT2
1,1,2,6,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,5,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,1
1,1,2,5,82,720,31,1
1,2,2,7,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,1
1,2,2,7,82,720,31,1
1,2,2,6,82,720,31,1
1,1,2,7,82,720,31,1
1,1,2,6,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,7,82,720,31,4
1,1,2,7,82,720,31,4
1,1,2,5,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,6,82,720,31,2
1,1,2,5,82,720,31,2
1,1,2,6,82,720,31,2
1,2,2,7,82,720,31,2
1,1,2,7,82,720,31,2
1,1,2,5,82,720,31,2
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,1,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,1,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,1,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,2,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
2,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,2,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
1,2,1,1,807,13375,32,1
8,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,4
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,1,1,2,807,13375,32,2
1,1,1,2,807,13375,32,2
1,1,1,2,807,13375,32,2
1,1,1,2,807,13375,32,2
1,1,1,2,807,13375,32,2
1,1,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,1,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,1,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,2
1,2,1,2,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,2,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
1,2,1,1,807,13375,32,3
